"price" "nrooms" "totsp" "livesp" "kitsp" "dist" "metrdist" "walk" "brick" "floor" "code"
"1026" 120 3 77 47 12 13.5 10 1 0 1 1
"1027" 132 3 77 41 10 10 7 0 0 1 6
"1028" 185 3 75 47 9 3 3 1 1 0 1
"1029" 115 3 77 50 9 6 10 1 1 1 6
"1030" 129 3 79 46 13 12 15 1 0 1 1
"1031" 101 3 77 45 13 13 10 0 0 1 5
"1032" 115 3 75 42 8 12 15 0 0 1 7
"1033" 112 3 75 42 10 12 5 0 0 1 5
"1034" 193 3 78 55 8 7.5 10 1 0 1 3
"1035" 135 3 77 47 10 13.5 10 0 0 1 1
"1036" 100 3 78 44 8 13.5 20 0 0 1 1
"1037" 105 3 79 52 10 14.5 10 0 0 0 3
"1038" 125 3 77 45 10 12 10 1 0 1 5
"1039" 137 3 74 44 10 15.5 8 0 0 1 1
"1040" 130 3 75 44 11 13.5 10 0 0 1 1
"1041" 158 3 78 48 9 9 4 1 1 1 4
"1042" 116 3 75 51 9 3.5 5 0 1 0 7
"1043" 140 3 76 44 10 12.5 5 1 0 1 2
"1044" 110 3 77 46 11 13 2 1 0 1 5
"1045" 136 3 78 46 10 12.5 5 0 0 0 2
"1046" 138 3 77 45 10 13 5 0 0 1 5
"1047" 152 3 79 53 8 9 3 1 0 1 4
"1048" 120 3 74 40 12 12.7 7 1 1 1 5
"1049" 149 3 78 48 13 4.5 5 1 1 1 8
"1050" 115 3 78 54 8 11.5 10 1 1 1 6
"1051" 115 3 74 45 10 13 15 1 0 1 5
"1052" 99 3 76 45 10 12 10 1 0 1 5
"1053" 113 3 75 45 10 12 7 1 0 1 5
"1054" 110 3 76 46 10 13 7 1 0 1 5
"1055" 145 3 78 50 10 12 3 1 0 1 5
"1056" 153 3 76 46 10 9 5 0 0 1 4
"1057" 107 3 74 44 11 13 5 0 0 0 5
"1058" 100 3 77 52 9 10.5 15 0 1 1 3
"1059" 106 3 76 43 12 13 5 0 0 0 5
"1060" 106 3 76 46 10 13 5 0 0 1 5
"1061" 124 3 78 55 8 13.5 10 1 1 1 1
"1062" 132 3 77 43 8 12.5 5 1 0 1 2
"1063" 130 3 78 54 8 7.5 10 0 0 1 8
"1064" 135 3 76 44 10 12.7 2 1 0 0 5
"1065" 166 3 77 45 11 10.5 15 1 1 1 3
"1066" 110 3 77 45 10 12 10 0 0 1 7
"1067" 120 3 74 44 10 12.7 10 1 0 1 5
"1068" 127 3 76 42 10 13.5 10 0 0 1 6
"1069" 150 3 75 46 11 9 15 1 0 1 4
"1070" 99 3 79 62 6 17 2 1 1 0 4
"1071" 167 3 78 54 8 9 10 1 1 1 3
"1072" 107 3 75 44 8 12 10 1 0 0 5
"1073" 97 3 75 45 10 13 5 0 0 1 5
"1074" 130 3 75 44 8 12.7 3 1 0 1 5
"1075" 115 3 77 46 10 12.7 7 1 0 1 5
"1076" 140 3 76 44 10 12 2 1 0 1 5
"1077" 135 3 77 46 10 12.7 2 1 0 1 5
"1078" 125 3 78 60 11 14.5 10 0 0 1 3
"1079" 122 3 74 50 8 10.5 10 1 1 0 3
"1080" 150 3 78 44 8 13.5 1 1 0 1 1
"1081" 136 3 74 45 10 13.5 5 0 0 1 1
"1082" 105 3 75 45 10 12 7 1 0 1 5
"1083" 93 3 78 46 10 12 15 0 0 1 7
"1084" 110 3 75 52 9 7.5 10 0 1 1 8
"1085" 127 3 77 46 10 12.5 10 1 0 1 2
"1086" 112 3 75 45 10 12 7 1 0 1 5
"1087" 165 3 78 46 10 5 10 1 0 1 4
"1088" 125 3 78 50 9 13.5 15 1 1 0 1
"1089" 120 3 77 44 10 13.5 5 0 1 1 6
"1090" 150 3 77 45 10 5 10 1 0 1 4
"1091" 103 3 77 46 11 13 5 0 0 1 5
"1092" 130 3 74 53 7 4.5 7 1 1 1 8
"1093" 116 3 75 46 10 13.5 10 0 0 1 6
"1094" 93 3 79 45 10 13 7 0 0 0 5
"1095" 127 3 79 45 13 12 3 1 0 1 1
"1096" 143 3 77 42 10 6 5 0 0 1 6
"1097" 105 3 77 46 8 12 15 0 0 0 7
"1098" 177 3 74 45 8 5 15 1 1 1 4
"1099" 145 3 74 45 11 17 10 0 0 1 2
"1100" 147 3 74 49 9 7.5 10 1 1 1 3
"1101" 84 3 76 45 10 17 10 1 0 1 4
"1102" 116 3 75 44 13 12 10 1 0 1 1
"1103" 136 3 76 44 10 14.5 9 0 0 1 3
"1104" 135 3 74 44 10 10.5 7 1 0 0 3
"1105" 135 3 74 51 9 10.5 7 1 1 1 7
"1106" 114 3 75 44 10 13 2 1 0 1 5
"1107" 105 3 78 50 8 9 10 1 1 0 4
"1108" 125 3 75 53 8 11 3 1 1 1 8
"1109" 125 3 78 52 7 11 7 1 1 1 8
"1110" 250 3 74 47 10 3 5 1 1 0 1
"1111" 148 3 74 51 9 7.5 10 1 1 1 3
"1112" 123 3 79 45 13 9 20 1 0 1 4
"1113" 149 3 77 45 9 12 5 1 0 1 1
"1114" 105 3 75 45 10 12 5 0 0 1 5
"1115" 165 3 79 53 9 8 15 1 1 1 1
"1116" 137 3 78 51 9 6 15 1 1 1 6
"1117" 153 3 75 45 10 7 15 1 0 0 4
"1118" 110 3 74 45 10 12.7 7 1 0 1 5
"1119" 250 3 74 56 8 4.5 7 1 1 1 8
"1120" 140 3 78 46 11 12 5 1 0 1 8
"1121" 160 3 79 51 12 3 8 1 1 1 1
"1122" 150 3 77 42 8 6 15 1 0 1 6
"1123" 100 3 78 45 10 13 7 1 0 1 5
"1124" 112 3 76 54 8 10.5 15 1 1 0 7
"1125" 100 3 75 45 10 13 5 0 0 1 5
"1126" 165 3 78 47 9 5 10 1 1 1 4
"1127" 113 3 77 50 8 12.5 15 0 1 0 3
"1128" 131 3 76 45 10 12 7 1 0 1 1
"1129" 110 3 77 46 9 13 5 1 0 0 5
"1130" 135 3 79 48 9 10.5 5 1 1 0 7
"1131" 140 3 77 45 10 10 5 1 0 1 6
"1132" 120 3 77 45 10 13 10 1 0 1 5
"1133" 128 3 75 45 10 17 3 1 1 1 2
"1134" 150 3 78 45 10 14.5 10 0 0 1 3
"1135" 130 3 77 47 11 11 7 1 0 1 5
"1136" 135 3 78 44 11 12.7 10 1 0 1 5
"1137" 155 3 75 46 10 12 5 1 0 1 8
"1138" 120 3 76 45 10 13 10 1 0 1 5
"1139" 110 3 77 46 10 6 10 0 0 1 6
"1140" 112 3 79 45 8 11.5 2 1 1 1 6
"1141" 120 3 74 45 10 13 15 1 0 1 5
"1142" 115 3 76 40 11 12.7 10 1 0 1 5
"1143" 120 3 75 43 10 17 10 1 0 1 2
"1144" 98 3 74 44 10 12 15 1 0 0 7
"1145" 158 3 78 48 12 9 4 1 1 1 4
"1146" 109 3 79 45 13 14.5 5 0 1 1 3
"1147" 132 3 76 43 8 12.5 5 1 0 1 2
"1148" 120 3 77 43 8 10.5 10 0 0 1 3
"1149" 115 3 76 45 10 12 15 0 0 1 7
"1150" 165 3 74 41 9 6.5 5 1 1 1 2
"1151" 125 3 77 46 10 10.5 15 1 0 1 7
"1152" 118 3 78 52 9 11 5 1 1 1 5
"1153" 105 3 75 45 10 14.5 10 0 0 1 3
"1154" 150 3 76 45 10 12 5 1 0 1 1
"1155" 143 3 75 45 9 10.5 7 1 0 1 3
"1156" 135 3 75 46 10 7 12 0 0 1 4
"1157" 170 3 76 50 10 5 5 1 1 1 4
"1158" 110 3 77 40 11 12.7 15 1 0 1 5
"1159" 130 3 78 46 10 14.5 7 1 0 1 2
"1160" 124 3 77 44 10 14.5 5 0 0 1 2
"1161" 110 3 76 45 10 13 10 1 0 1 5
"1162" 157 3 75 53 10 12.5 5 1 0 1 2
"1163" 162 3 75 52 12 3.5 5 1 1 1 7
"1164" 125 3 75 52 9 10.5 5 0 1 1 3
"1165" 112 3 77 45 10 17 10 0 0 1 2
"1166" 147 3 76 46 10 12 3 1 0 1 8
"1167" 105 3 75 46 10 13 7 0 0 0 5
"1168" 110 3 75 52 9 11.5 10 1 1 0 6
"1169" 175 3 79 47 9 14.5 7 1 1 1 3
"1170" 98 3 74 46 11 12.5 10 0 1 0 3
"1171" 140 3 78 46 9 10.5 10 1 1 1 7
"1172" 115 3 77 51 7 5 5 1 1 0 4
"1173" 165 3 77 44 10 8 10 1 0 1 1
"1174" 168 3 75 46 10 6.5 1 1 1 1 2
"1175" 105 3 74 45 10 13 10 1 0 0 5
"1176" 140 3 74 45 10 12.5 2 1 0 1 2
"1177" 113 3 76 46 10 13 7 1 0 1 5
"1178" 100 3 77 41 10 12.7 10 1 0 1 5
"1179" 108 3 75 50 10 12 3 1 0 1 5
"1180" 130 3 75 48 13 12.7 5 0 0 1 5
"1181" 130 3 77 53 9 7 8 1 1 1 4
"1182" 167 3 74 43 10 14.5 5 1 0 1 2
"1183" 114 3 75 54 7 12 7 1 1 1 7
"1184" 145 3 76 48 9 13.5 10 0 0 1 6
"1185" 105 3 77 54 8 10.5 12 1 0 0 7
"1186" 105 3 78 44 10 13 15 1 0 1 5
"1187" 116 3 77 45 10 6 7 0 0 1 6
"1188" 150 3 76 45 10 7 10 0 0 1 4
"1189" 179 3 77 43 10 8 10 1 0 1 1
"1190" 120 3 76 51 9 13.5 5 1 0 1 6
"1191" 100 3 79 51 10 13.5 10 0 0 1 6
"1192" 158 3 78 49 14 9 4 1 1 1 4
"1193" 155 3 74 43 10 9 5 0 0 1 4
"1194" 140 3 78 45 10 12 2 1 0 1 7
"1195" 115 3 76 54 9 13 5 1 0 0 5
"1196" 100 3 78 44 9 13.5 20 0 0 1 1
"1197" 102 3 74 43 10 17 12 0 0 1 2
"1198" 103 3 76 45 10 13 5 0 0 1 5
"1199" 113 3 78 44 10 12 10 1 1 0 5
"1200" 125 3 78 53 8 8 10 1 0 0 1
"1201" 117 3 77 44 10 17 3 1 0 0 2
"1202" 135 3 75 46 10 11 10 1 0 1 5
"1203" 116 3 76 45 10 7 10 1 0 1 5
"1204" 131 3 74 42 10 13.5 10 1 0 1 1
"1205" 108 3 78 46 10 12.7 10 1 0 1 5
"1206" 140 3 74 53 8 11 5 1 1 1 8
"1207" 136 3 78 48 9 12.5 15 1 0 1 2
"1208" 145 3 75 46 10 7 10 0 0 1 4
"1209" 102 3 76 46 10 12 15 0 0 0 7
"1210" 128 3 78 54 9 6.5 5 1 0 1 5
"1211" 135 3 76 44 9 5 7 1 1 1 4
"1212" 114 3 79 45 13 14.5 7 0 0 1 3
"1213" 112 3 77 45 10 10 7 0 0 1 6
"1214" 115 3 75 47 10 13 10 1 0 1 5
"1215" 165 3 74 41 9 6.5 5 1 1 1 2
"1216" 105 3 77 45 10 14.5 10 0 0 1 3
"1217" 120 3 77 45 10 13.5 5 0 0 1 6
"1218" 115 3 76 45 11 12 5 1 0 1 1
"1219" 107 3 75 53 9 11.5 10 1 1 0 6
"1220" 118 3 78 46 10 13.5 10 1 0 1 6
"1221" 123 3 77 45 10 17 7 1 0 1 2
"1222" 109 3 75 45 10 13.5 5 1 0 0 1
"1223" 125 3 76 45 10 13.5 10 0 0 1 6
"1224" 140 3 76 44 10 12.5 5 1 0 1 2
"1225" 135 3 76 50 8 10.5 15 1 0 1 3
"1226" 135 3 77 50 8 10.5 10 0 1 1 3
"1227" 170 3 75 48 7 7.5 3 1 1 1 3
"1228" 125 3 77 40 11 13 10 0 1 1 5
"1229" 95 3 75 43 11 14.5 10 0 0 1 3
"1230" 190 3 77 54 9 9 5 0 1 1 3
"1231" 160 3 77 48 8 12 7 1 1 0 8
"1232" 95 3 76 45 10 14.5 10 0 0 1 3
"1233" 110 3 75 53 10 10.5 15 1 0 0 7
"1234" 112 3 79 47 10 17 10 1 0 1 4
"1235" 185 3 78 53 8 7.5 15 1 1 1 8
"1236" 185 3 76 43 10 8 10 1 0 1 1
"1237" 115 3 75 42 8 12 15 0 0 1 7
"1238" 97 3 76 45 10 12 10 1 1 1 5
"1239" 110 3 77 46 9 15.5 3 1 0 1 1
"1240" 113 3 75 45 10 13 10 1 0 1 5
"1241" 100 3 75 45 10 13 5 0 0 1 5
"1242" 136 3 74 45 10 10 15 1 0 0 6
"1243" 125 3 76 45 10 15.5 10 0 0 1 1
"1244" 89 3 79 52 10 15.5 10 1 0 1 1
"1245" 100 3 75 45 10 12 10 1 1 1 5
"1246" 109 3 79 45 13 14.5 5 0 0 1 3
"1247" 185 3 75 48 10 7 3 1 1 1 4
"1248" 112 3 74 44 11 12.7 10 1 0 1 5
"1249" 120 3 75 45 10 14.5 10 0 0 1 3
"1250" 127 3 79 46 10 17 5 1 0 1 2
"1251" 155 3 77 50 8 8 5 0 1 1 1
"1252" 105 3 78 54 9 11 10 1 1 1 5
"1253" 165 3 74 46 10 5 10 1 0 1 4
"1254" 110 3 76 45 10 14.5 10 0 0 1 3
"1255" 132 3 78 46 10 12.5 12 1 0 0 2
"1256" 105 3 75 42 8 13.5 10 0 0 1 6
"1257" 118 3 74 52 9 7.5 7 0 1 1 8
"1258" 112 3 74 52 7 11 5 1 1 0 8
"1259" 130 3 78 46 11 13.5 10 1 0 1 1
"1260" 125 3 77 44 10 14.5 7 1 0 1 2
"1261" 158 3 78 51 8 9 7 1 1 1 4
"1262" 140 3 75 40 11 13 5 0 0 1 5
"1263" 100 3 77 45 8 12 15 0 0 0 7
"1264" 130 3 79 44 10 13.5 10 0 0 1 6
"1265" 156 3 79 54 8 9 10 1 1 1 3
"1266" 185 3 79 47 10 3 3 1 1 1 1
"1267" 122 3 75 46 11 13.5 15 1 0 1 6
"1268" 210 3 79 53 8 7 5 1 1 1 4
"1269" 115 3 74 45 10 12.7 15 1 0 1 5
"1270" 170 3 79 50 9 4.5 2 1 0 0 8
"1271" 130 3 76 46 11 13 5 0 0 1 5
"1272" 138 3 79 47 10 7 10 0 0 1 4
"1273" 135 3 79 45 13 15.5 7 1 0 1 1
"1274" 150 3 76 50 8 9 7 1 1 1 4
"1275" 150 3 78 46 10 9 10 0 0 1 4
"1276" 125 3 78 45 10 12 7 0 0 1 7
"1277" 114 3 74 44 11 12.7 10 1 0 1 5
"1278" 130 3 79 45 10 12 5 1 0 1 5
"1279" 110 3 75 45 10 12.7 10 1 0 1 5
"1280" 120 3 77 51 12 4.5 7 0 1 1 8
"1281" 105 3 76 40 11 12.7 5 0 0 1 5
"1282" 95 3 77 45 10 13 5 0 0 1 5
"1283" 128 3 77 47 12 11 7 1 0 1 5
"1284" 114 3 75 45 10 12.7 15 0 0 1 5
"1285" 108 3 76 45 10 12 10 0 1 0 7
"1286" 145 3 74 43 10 12.5 10 1 0 1 2
"1287" 107 3 77 46 10 12 10 1 0 1 5
"1288" 164 3 79 51 9 7 5 0 0 1 4
"1289" 180 3 78 52 8 9 1 1 1 1 3
"1290" 110 3 76 50 8 13 10 1 0 1 5
"1291" 140 3 75 46 9 10.5 10 0 0 1 3
"1292" 120 3 75 45 10 13.5 10 0 0 1 6
"1293" 107 3 74 45 10 14.5 15 0 0 1 3
"1294" 130 3 77 48 10 17 5 1 0 1 2
"1295" 110 3 75 44 10 17 5 0 0 0 2
"1296" 108 3 76 46 10 12 10 1 0 1 5
"1297" 125 3 76 47 11 11 7 1 0 1 5
"1298" 155 3 75 45 10 9 15 1 0 1 4
"1299" 118 3 75 44 9 7 5 0 0 1 5
"1300" 126 3 79 44 13 10.5 10 0 0 1 3
"1301" 123 3 74 48 10 12.5 15 1 0 1 2
"1302" 145 3 78 44 10 3.5 2 1 0 1 7
"1303" 150 3 78 50 9 9 5 1 1 1 4
"1304" 113 3 77 44 10 9 7 0 0 1 4
"1305" 105 3 77 40 10 12 15 0 0 1 7
"1306" 130 3 75 45 10 12 10 0 0 1 8
"1307" 165 3 78 46 18 5 10 1 0 1 4
"1308" 110 3 75 43 10 13.5 15 0 0 1 6
"1309" 120 3 75 48 11 3 15 1 1 1 1
"1310" 110 3 74 44 10 13.5 15 0 0 1 6
"1311" 135 3 74 42 10 7.5 5 1 1 1 8
"1312" 128 3 74 43 10 13.5 12 1 0 1 1
"1313" 143 3 74 45 11 11 5 1 0 1 5
"1314" 165 3 75 45 10 12.5 5 1 0 1 2
"1315" 109 3 79 45 13 14.5 7 0 1 1 3
"1316" 97 3 77 47 9 14.5 10 1 0 0 2
"1317" 115 3 77 45 7 9 5 1 0 0 4
"1318" 115 3 74 45 10 13 15 1 0 1 5
"1319" 120 3 76 45 10 12 10 0 0 1 7
"1320" 133 3 75 48 9 3 12 1 1 0 1
"1321" 144 3 76 43 10 13.5 10 0 0 1 6
"1322" 200 3 78 50 7 8 10 1 1 1 1
"1323" 140 3 75 54 8 12 5 1 1 0 8
"1324" 105 3 75 45 10 13 10 0 0 1 5
"1325" 170 3 77 52 7 3 15 1 1 1 1
"1326" 127 3 74 53 8 11 10 1 1 1 8
"1327" 140 3 76 44 11 13.5 10 0 0 1 1
"1328" 145 3 75 45 10 7 15 1 0 1 4
"1329" 98 3 75 50 8 11.5 5 0 0 1 6
"1330" 113 3 78 47 10 12 10 1 0 1 5
"1331" 162 3 78 48 11 6.5 1 1 1 1 2
"1332" 150 3 78 44 10 14.5 15 1 0 1 3
"1333" 119 3 77 40 10 12.7 5 0 0 1 5
"1334" 142 3 77 44 10 7 10 0 0 1 4
"1335" 160 3 79 54 9 7 3 1 0 1 4
"1336" 138 3 77 45 11 10.5 10 1 0 1 7
"1337" 115 3 77 45 7 9 15 1 0 0 4
"1338" 107 3 75 44 10 12.7 10 1 0 1 5
"1339" 110 3 78 48 14 12 10 1 0 1 5
"1340" 120 3 77 48 8 12 15 1 1 1 8
"1341" 117 3 78 45 11 13 10 0 0 1 5
"1342" 125 3 77 51 8 6 3 1 1 1 6
"1343" 103 3 78 54 11 12 15 1 1 0 5
"1344" 135 3 76 45 10 6 7 0 0 1 6
"1345" 120 3 78 43 12 14.5 15 0 0 1 3
"1346" 125 3 79 56 8 7.5 10 1 1 1 8
"1347" 110 3 74 53 8 11 15 1 1 0 8
"1348" 129 3 79 47 8 10.5 15 1 0 1 7
"1349" 122 3 79 48 10 12.7 12 1 0 1 5
"1350" 120 3 74 53 8 10.5 10 1 1 1 7
"1351" 196 3 78 46 10 14.5 5 1 0 1 3
"1352" 135 3 75 43 11 12.7 15 1 0 1 5
"1353" 141 3 74 43 10 15.5 10 0 0 1 1
"1354" 100 3 75 45 10 13.5 5 1 0 0 1
"1355" 108 3 78 47 10 12 3 1 0 0 5
"1356" 131 3 78 46 10 17 5 1 0 1 2
"1357" 104 3 77 45 10 12.7 15 1 0 0 5
"1358" 138 3 79 47 10 7 10 1 0 1 4
"1359" 165 3 78 54 8 9 10 1 1 1 3
"1360" 139 3 74 52 9 10.5 7 1 0 1 7
"1361" 115 3 75 47 8 6.5 15 1 1 0 2
"1362" 140 3 77 46 10 8 10 1 0 1 1
"1363" 142 3 77 44 10 7 10 0 0 1 4
"1364" 130 3 78 53 9 3.5 10 1 1 1 7
"1365" 160 3 75 47 10 9 10 1 1 0 3
"1366" 145 3 76 51 8 3 5 1 1 0 1
"1367" 84 3 74 41 12 7 3 1 0 1 5
"1368" 123 3 75 45 10 12.7 10 1 0 1 5
"1369" 130 3 78 53 13 3.5 10 1 1 1 7
"1370" 125 3 75 46 10 14.5 7 0 0 1 3
"1371" 115 3 74 48 11 13 15 1 0 1 5
"1372" 107 3 75 45 9 13 15 1 0 1 5
"1373" 115 3 79 47 11 12 10 1 0 1 5
"1374" 115 3 77 44 7 12 10 1 1 1 8
"1375" 96 3 76 53 8 6 10 0 1 1 6
"1376" 130 3 77 45 10 12 7 1 0 1 5
"1377" 133 3 75 52 9 3 15 1 1 0 1
"1378" 167 3 74 43 10 14.5 7 1 0 1 2
"1379" 190 3 78 46 10 8 10 1 1 1 1
"1380" 147 3 75 45 10 7 15 1 0 1 4
"1381" 110 3 75 45 10 12 5 0 1 1 5
"1382" 110 3 74 45 12 12.7 1 1 0 0 5
"1383" 137 3 77 54 8 3.5 10 1 1 1 7
"1384" 110 3 76 45 10 14.5 15 0 0 1 3
"1385" 135 3 78 44 10 15.5 10 1 1 1 1
"1386" 145 3 78 47 8 11 8 1 1 1 8
"1387" 135 3 77 41 11 13 10 1 0 1 5
"1388" 127 3 78 46 10 17 5 1 0 1 2
"1389" 215 3 76 55 8 7.5 2 1 1 1 3
"1390" 115 3 78 44 10 12 7 1 0 1 5
"1391" 119 3 74 52 8 10.5 10 1 1 1 7
"1392" 115 3 78 48 10 12 10 0 0 0 7
"1393" 75 3 79 47 8 17 10 0 0 1 2
"1394" 137 3 76 50 15 11 7 1 1 1 8
"1395" 107 3 76 44 9 13 15 1 0 1 5
"1396" 147 3 77 44 10 13 2 1 0 1 5
"1397" 132 3 74 53 7 4.5 7 1 1 1 8
"1398" 108 3 75 54 9 17 5 1 0 0 2
"1399" 113 3 77 46 10 13 15 1 0 1 5
"1400" 145 3 75 45 10 7 15 1 0 1 4
"1401" 118 3 74 44 10 12.7 4 1 0 1 5
"1402" 123 3 75 45 10 12.7 10 1 0 1 5
"1403" 110 3 74 45 10 12 15 0 0 1 7
"1404" 111 3 75 42 11 14.5 3 0 1 1 3
"1405" 130 3 74 50 8 10.5 5 0 1 1 7
"1406" 115 3 78 46 10 12.7 3 1 0 1 5
"1407" 130 3 78 51 8 10.5 10 0 1 1 3
"1408" 127 3 74 44 8 11 10 1 1 0 8
"1409" 105 3 75 50 8 6.5 15 1 1 0 5
"1410" 165 3 78 52 12 7.5 5 0 0 1 8
"1411" 115 3 77 46 10 13.5 10 0 0 1 6
"1412" 113 3 75 51 9 7.5 10 1 1 0 8
"1413" 130 3 79 46 10 13 10 0 1 1 5
"1414" 115 3 74 54 9 11 12 1 1 0 8
"1415" 135 3 74 48 10 7.5 3 1 1 0 3
"1416" 140 3 78 48 11 12.7 8 1 0 1 5
"1417" 159 3 75 48 9 8 10 1 1 1 1
"1418" 125 3 78 44 13 12 5 1 0 1 1
"1419" 105 3 75 45 10 17 7 0 0 1 2
"1420" 103 3 74 45 8 12 5 1 1 0 8
"1421" 118 3 79 45 13 15.5 10 1 0 1 1
"1422" 108 3 79 47 8 14.5 3 0 0 0 2
"1423" 73 3 77 45 10 5 7 1 0 1 4
"1424" 97 3 76 44 10 12 10 1 0 0 5
"1425" 110 3 77 46 8 12 12 0 0 0 7
"1426" 142 3 78 46 9 10.5 10 1 1 1 7
"1427" 126 3 74 43 10 12.5 3 1 0 1 2
"1428" 155 3 75 44 10 9 5 0 1 1 4
"1429" 118 3 75 46 10 17 5 1 0 1 2
"1430" 110 3 79 47 8 14.5 3 0 0 0 2
"1431" 130 3 74 45 10 12 1 1 0 1 1
"1432" 90 3 78 45 10 13.5 10 0 0 1 6
"1433" 103 3 75 45 10 12 5 0 1 1 5
"1434" 250 3 78 47 10 10.5 7 1 0 1 3
"1435" 117 3 78 44 10 12 5 1 0 1 5
"1436" 145 3 74 45 10 15.5 15 1 0 1 1
"1437" 130 3 74 48 12 12 15 1 1 1 8
"1438" 110 3 77 40 12 12.7 15 1 0 1 5
"1439" 114 3 75 44 10 12.7 7 1 0 1 5
"1440" 100 3 76 45 10 12.7 15 1 0 1 5
"1441" 131 3 74 43 10 13.5 15 1 0 1 1
"1442" 116 3 77 45 18 6 7 0 0 1 6
"1443" 100 3 75 45 9 14.5 10 0 0 1 3
"1444" 114 3 77 45 10 12 10 0 0 1 7
"1445" 98 3 79 48 10 12 10 1 1 1 5
"1446" 114 3 76 45 10 12 15 0 0 1 7
"1447" 99 3 75 45 10 14.5 15 0 0 1 3
"1448" 120 3 77 45 10 7 10 1 0 1 4
"1449" 145 3 76 44 24 12.7 2 1 0 0 5
"1450" 220 3 77 49 10 7.5 5 1 1 1 8
"1451" 150 3 78 54 7 3.5 15 0 1 1 7
"1452" 125 3 78 38 11 12.7 10 1 0 1 5
"1453" 127 3 77 40 11 13 10 0 0 1 5
"1454" 125 3 74 45 10 14.5 15 0 0 1 3
"1455" 112 3 76 46 10 12 10 0 0 1 7
"1456" 125 3 77 46 10 13.5 5 0 1 1 6
"1457" 115 3 79 45 13 13 7 0 0 1 5
"1458" 131 3 79 45 12 14.5 5 0 0 1 3
"1459" 123 3 77 46 10 13 10 1 0 1 5
"1460" 110 3 77 46 10 12.7 7 0 0 1 5
"1461" 170 3 75 55 8 9 7 1 1 1 4
"1462" 178 3 74 46 9 3 3 1 1 0 1
"1463" 170 3 79 52 9 9 7 1 0 1 4
"1464" 120 3 76 49 9 3 10 1 1 0 1
"1465" 110 3 74 44 10 13 7 1 0 1 5
"1466" 124 3 79 44 13 12 10 1 0 1 1
"1467" 115 3 79 48 9 13 7 1 0 1 5
"1468" 150 3 76 45 10 9 5 0 0 1 4
"1469" 140 3 79 53 8 7 2 1 0 0 4
"1470" 120 3 74 51 8 7 5 0 1 1 4
"1471" 119 3 77 53 8 10.5 10 1 1 0 7
"1472" 167 3 74 45 11 5 10 1 0 1 4
"1473" 132 3 78 46 14 12.5 12 1 0 0 2
"1474" 110 3 75 45 8 13.5 10 0 0 0 6
"1475" 100 3 77 50 6 3.5 3 1 1 1 7
"1476" 127 3 74 45 11 12 10 0 0 0 1
"1477" 149 3 77 45 10 13 2 1 0 1 5
"1478" 115 3 78 46 10 12 15 0 0 1 7
"1479" 127 3 74 42 9 12 5 1 0 1 1
"1480" 122 3 79 45 13 12 10 1 0 1 1
"1481" 150 3 76 45 10 13.5 10 1 0 1 1
"1482" 117 3 76 43 10 12 5 1 0 1 5
"1483" 155 3 75 43 8 7 5 0 0 1 4
"1484" 127 3 76 54 6 9 5 0 0 0 4
"1485" 112 3 76 40 11 12.7 7 0 0 1 5
"1486" 170 3 78 51 9 10.5 10 1 1 1 3
"1487" 160 3 75 44 10 12 5 1 0 1 8
"1488" 117 3 79 45 13 14.5 7 0 0 1 3
"1489" 118 3 77 43 11 7 5 0 0 1 4
"1490" 123 3 74 44 12 9 7 0 0 1 4
"1491" 117 3 75 42 10 12 5 1 0 1 5
"1492" 100 3 76 45 10 12 15 0 0 1 7
"1493" 160 3 77 42 8 6 5 0 0 1 6
"1494" 200 3 77 46 10 3 15 1 1 1 1
"1495" 115 3 79 46 10 12.7 10 1 0 1 5
"1496" 105 3 78 45 10 13 10 0 0 1 5
"1497" 110 3 79 46 10 13 5 1 0 1 5
"1498" 165 3 76 52 9 8 2 1 1 1 1
"1499" 130 3 75 44 10 12.5 5 1 0 1 2
"1500" 154 3 75 36 12 7 5 1 0 1 4
"1501" 121 3 79 45 13 12 7 1 0 1 1
"1502" 119 3 78 53 8 10.5 10 1 1 0 7
"1503" 103 3 74 43 10 13 7 0 0 1 5
"1504" 114 3 77 45 10 12 10 0 0 1 7
"1505" 91 3 78 45 10 17 10 1 0 1 4
"1506" 136 3 78 45 10 12 10 1 0 0 1
"1507" 103 3 74 45 9 13 10 1 0 1 5
"1508" 120 3 79 44 10 13 3 1 0 1 5
"1509" 150 3 74 48 12 12 5 1 0 1 8
"1510" 125 3 75 45 10 13.5 10 0 0 1 6
"1511" 130 3 78 58 10 14.5 15 0 0 1 3
"1512" 119 3 75 46 10 12 7 0 0 0 7
"1513" 160 3 77 45 10 12 15 1 0 1 8
"1514" 145 3 75 53 9 8 15 1 1 1 1
"1515" 115 3 76 45 10 12.7 5 0 0 1 5
"1516" 116 3 75 42 9 13.5 10 0 0 1 6
"1517" 99 3 74 44 10 12 10 0 0 0 7
"1518" 143 3 75 54 10 6.5 7 1 1 1 2
"1519" 121 3 77 46 10 12.5 10 1 0 1 2
"1520" 150 3 75 51 8 12 15 1 0 0 8
"1521" 169 3 77 52 8 7 3 1 1 1 4
"1522" 125 3 74 46 8.5 12 5 1 0 1 5
"1523" 119 3 77 45 10 13 10 0 0 1 5
"1524" 145 3 75 46 10 9 15 1 0 1 4
"1525" 130 3 75 45 8 11 10 1 1 1 8
